"id","person_name","similar_name"
1931,"Andreas Antonopoulos","Snoop Dogg"
1932,"Andreas Antonopoulos","Laura Shin"
1933,"Andreas Antonopoulos","Jacob Canfield"
1934,"Andreas Antonopoulos","John McAfee"
1935,"Andreas Antonopoulos","Alexander Fazel"
1936,"Andreas Antonopoulos","Alejandro Regojo"
1937,"Andreas Antonopoulos","Dae Yu"
1938,"Balaji Srinivasan","Barry Silbert"
1939,"Balaji Srinivasan","Alex Atallah"
1940,"Balaji Srinivasan","Spencer Dinwiddie"
1941,"Balaji Srinivasan","On Yavin"
1942,"Balaji Srinivasan","Justin Wu"
1943,"Balaji Srinivasan","Loi Luu"
1944,"Balaji Srinivasan","Cagla Gul Senkardes"
1945,"Balaji Srinivasan","Dominik Schiener"
1946,"Balaji Srinivasan","Mark Karpelès"
1947,"Balaji Srinivasan","Baris Ozistek"
1948,"Simon Yu","Eman Pulis"
1949,"Simon Yu","Jean-Louis van der Velde"
1950,"Simon Yu","Jonathan G. Blanco"
1951,"Simon Yu","Devin Finzer"
1952,"Simon Yu","Pavel Bains"
1953,"Simon Yu","Samantha Yap"
1954,"Simon Yu","Abdalla Kablan"
1955,"Simon Yu","Esteban Ordano"
1956,"Simon Yu","Anatoly Yakovenko"
1957,"Simon Yu","Viktor Radchenko"
1958,"Abdalla Kablan","Sergey Nazarov"
1959,"Abdalla Kablan","Jason Yanowitz"
1960,"Abdalla Kablan","Kelly Loeffler"
1961,"Abdalla Kablan","Loi Luu"
1962,"Abdalla Kablan","Maxine Ryan"
1963,"Abdalla Kablan","Alex Krüger"
1964,"Abdalla Kablan","Atul Ajoy"
1965,"Abdalla Kablan","Nicholas Gregory"
1966,"Abdalla Kablan","Stani Kulechov"
1967,"Abdalla Kablan","Paul Barroso"
1968,"Josh Rager","Ran Neuner"
1969,"Josh Rager","Sinan Koç"
1970,"Josh Rager","Matt Huang"
1971,"Josh Rager","Xiong Yidan"
1972,"Josh Rager","Dovey Wan"
1973,"Josh Rager","Ari Paul"
1974,"Josh Rager","Abdalla Kablan"
1975,"Josh Rager","Jeff Garzik"
1976,"Josh Rager","Paul Barroso"
1977,"Josh Rager","Jörg Molt"
1978,"Gavin Wood","Tate Berenbaum"
1979,"Gavin Wood","Dawn Song"
1980,"Gavin Wood","Camila Russo"
1981,"Gavin Wood","Mark Karpelès"
1982,"Gavin Wood","Matt Huang"
1983,"Gavin Wood","Arthur Hayes"
1984,"Gavin Wood","James Wo"
1985,"Gavin Wood","Ganesh Swami"
1986,"Gavin Wood","Rosh Singh"
1987,"Gavin Wood","Xiong Yidan"
1988,"Hester Peirce","Jay Clayton"
1989,"Hester Peirce","J. Christopher Giancarlo"
1990,"Hester Peirce","Caitlin Long"
1991,"Hester Peirce","Joseph Muscat"
1992,"Jesus Rodriguez","Snoop Dogg"
1993,"Jesus Rodriguez","Emile"
1994,"Jesus Rodriguez","Tony Hollingsworth"
1995,"Jesus Rodriguez","Simon Yu"
1996,"Jesus Rodriguez","Sergio Sanchez Ferreros"
1997,"Jesus Rodriguez","Will Harborne"
1998,"Jesus Rodriguez","Mitch Liu"
1999,"Jesus Rodriguez","Xiong Yidan"
2000,"Jesus Rodriguez","Adam Levy"
"2001","Jesus Rodriguez","Jed McCaleb"
"2002","W. Scott Stornetta","Carlos Domingo"
"2003","W. Scott Stornetta","Mark Yusko"
"2004","W. Scott Stornetta","Joost Jager"
"2005","W. Scott Stornetta","Tim Coulter"
"2006","W. Scott Stornetta","Julian Kopald"
"2007","W. Scott Stornetta","Andre Cronje"
"2008","W. Scott Stornetta","Viktor Radchenko"
"2009","W. Scott Stornetta","Jameson Lopp"
"2010","W. Scott Stornetta","Sergey Nazarov"
"2011","W. Scott Stornetta","Loi Luu"
"2012","J. Christopher Giancarlo","Joseph Muscat"
"2013","J. Christopher Giancarlo","Jay Clayton"
"2014","J. Christopher Giancarlo","Hester Peirce"
"2015","J. Christopher Giancarlo","Caitlin Long"
"2016","Arry Yu","Jon Karas"
"2017","Arry Yu","Charles Hoskinson"
"2018","Arry Yu","Michael Arrington"
"2019","Arry Yu","Shakil Khan"
"2020","Arry Yu","Craig Cobb"
"2021","Arry Yu","Andre Cronje"
"2022","Arry Yu","Cal Evans"
"2023","Arry Yu","Yoni Assia"
"2024","Arry Yu","Will Harborne"
"2025","Arry Yu","Jimmy Song"
"2026","Joe Roets","Justin Sunerok"
"2027","Joe Roets","Long Vuong"
"2028","Joe Roets","Samson Mow"
"2029","Joe Roets","Alexandre Kech"
"2030","Joe Roets","Ali Raheman"
"2031","Joe Roets","Soravis Srinawakoon"
"2032","Joe Roets","Abdalla Kablan"
"2033","Joe Roets","Bill Barhydt"
"2034","Joe Roets","Pavel Bains"
"2035","Joe Roets","Fred Wilson"
"2036","Carlos Domingo","Elnaz Sarraf"
"2037","Carlos Domingo","Maxine Ryan"
"2038","Carlos Domingo","Charlie Lee"
"2039","Carlos Domingo","Maxi Kuan"
"2040","Carlos Domingo","Kris Vaivods"
"2041","Carlos Domingo","Sam Kazemian"
"2042","Carlos Domingo","Dominik Schiener"
"2043","Carlos Domingo","Steve Ehrlich"
"2044","Carlos Domingo","Joe Vezzani"
"2045","Carlos Domingo","Moe Vela"
"2046","Dan Tapiero","Jane Ma"
"2047","Dan Tapiero","Mark Zuckerberg"
"2048","Dan Tapiero","Ralf Gerteis"
"2049","Dan Tapiero","Matt Huang"
"2050","Dan Tapiero","Preston Pysh"
"2051","Dan Tapiero","Paul Burnham"
"2052","Dan Tapiero","Thor Chan"
"2053","Dan Tapiero","Shakil Khan"
"2054","Dan Tapiero","Mike Winkelmann (aka “Beeple”)"
"2055","Dan Tapiero","Roger Ver"
"2056","Lili Zhao","Joel Edgerton"
"2057","Lili Zhao","Paul Barroso"
"2058","Lili Zhao","Steven Becker"
"2059","Lili Zhao","Shunsuke Murasaki"
"2060","Lili Zhao","George Connolly"
"2061","Lili Zhao","Andy Cheung"
"2062","Lili Zhao","Jon Karas"
"2063","Lili Zhao","Jay Cassano"
"2064","Lili Zhao","Jack Mallers"
"2065","Lili Zhao","Erick Pinos"
"2066","Preston Pysh","Mike Winkelmann (aka “Beeple”)"
"2067","Preston Pysh","Gavin Wood"
"2068","Preston Pysh","Dovey Wan"
"2069","Preston Pysh","Dominic Williams"
"2070","Preston Pysh","Sam Williams"
"2071","Preston Pysh","Andreas Antonopoulos"
"2072","Preston Pysh","Mark Karpelès"
"2073","Preston Pysh","Kate Mitselmakher"
"2074","Preston Pysh","Linda Xie"
"2075","Preston Pysh","Jesse Proudman"
"2076","Udi Wertheimer","Andreas Antonopoulos"
"2077","Udi Wertheimer","John McAfee"
"2078","Udi Wertheimer","Snoop Dogg"
"2079","Udi Wertheimer","Jeff Garzik"
"2080","Udi Wertheimer","Brendan Eich"
"2081","Udi Wertheimer","Tone Vays"
"2082","Udi Wertheimer","Jesse Proudman"
"2083","Udi Wertheimer","Narek Gevorgyan"
"2084","Udi Wertheimer","Tom Busby"
"2085","Udi Wertheimer","Gavin Wood"
"2086","Raoul Pal","Ken Kodama"
"2087","Raoul Pal","Olaf Carlson-Wee"
"2088","Raoul Pal","Caitlin Long"
"2089","Raoul Pal","Anthony Di lorio"
"2090","Raoul Pal","Max Kantelia"
"2091","Raoul Pal","Anatoly Yakovenko"
"2092","Raoul Pal","David Marcus"
"2093","Raoul Pal","Rosh Singh"
"2094","Raoul Pal","Long Vuong"
"2095","Raoul Pal","Peng Zhong"
"2096","Loi Luu","Craig Cobb"
"2097","Loi Luu","Galia Benartzi"
"2098","Loi Luu","Joe Vezzani"
"2099","Loi Luu","Gavin Wood"
"2100","Loi Luu","Vitalik Buterin"
"2101","Loi Luu","George Harrap"
"2102","Loi Luu","Raoul Pal"
"2103","Loi Luu","David Schwartz"
"2104","Loi Luu","Fred Ehrsam"
"2105","Loi Luu","Leon Li"
"2106","Joe Vezzani","Ilya Demydonok"
"2107","Joe Vezzani","Michael Saylor"
"2108","Joe Vezzani","Arthur Cheong"
"2109","Joe Vezzani","Cal Evans"
"2110","Joe Vezzani","Steven Becker"
"2111","Joe Vezzani","Gregory Klumov"
"2112","Joe Vezzani","Bobby Lee"
"2113","Joe Vezzani","Lucas Huang"
"2114","Joe Vezzani","Su Zhu"
"2115","Joe Vezzani","Yuriy Kovalev"
"2116","Mariana Gospodinova","Sam Trabucco"
"2117","Mariana Gospodinova","Erick Pinos"
"2118","Mariana Gospodinova","Steve Gregory"
"2119","Mariana Gospodinova","Brian Fu"
"2120","Mariana Gospodinova","Jon Karas"
"2121","Mariana Gospodinova","Jack Mallers"
"2122","Mariana Gospodinova","Lucas Huang"
"2123","Mariana Gospodinova","Jane Ma"
"2124","Mariana Gospodinova","Moe Vela"
"2125","Mariana Gospodinova","Ajit Tripathi"
"2126","Philip Salter","Emin Gün Sirer"
"2127","Philip Salter","Stani Kulechov"
"2128","Philip Salter","Sergio Sanchez Ferreros"
"2129","Philip Salter","Alexander Fazel"
"2130","Philip Salter","Tony Tran"
"2131","Philip Salter","Lili Zhao"
"2132","Philip Salter","George Connolly"
"2133","Philip Salter","Wei Zhou"
"2134","Philip Salter","Paolo Ardoino"
"2135","Philip Salter","Vlad Zamfir"
"2136","Ryan Selkis","Emin Gün Sirer"
"2137","Ryan Selkis","Fred Wilson"
"2138","Ryan Selkis","Milo McCloud"
"2139","Ryan Selkis","Elnaz Sarraf"
"2140","Ryan Selkis","Bobby Lee"
"2141","Ryan Selkis","Tim Draper"
"2142","Ryan Selkis","Soravis Srinawakoon"
"2143","Ryan Selkis","Caitlin Long"
"2144","Ryan Selkis","Will Harborne"
"2145","Ryan Selkis","Da Hongfei"
"2146","On Yavin","Jesse Powell"
"2147","On Yavin","Milo McCloud"
"2148","On Yavin","Craig Wright"
"2149","On Yavin","Steve Ehrlich"
"2150","On Yavin","Ruben Merre"
"2151","On Yavin","Arry Yu"
"2152","On Yavin","Gavin Wood"
"2153","On Yavin","David Zacks"
"2154","On Yavin","Alexander Fazel"
"2155","On Yavin","Andrew Yang"
"2156","Jake Yocom-Piatt","Nikolay Storonsky"
"2157","Jake Yocom-Piatt","Sandeep Nailwal"
"2158","Jake Yocom-Piatt","Max Keiser"
"2159","Jake Yocom-Piatt","Lior Yaffe"
"2160","Jake Yocom-Piatt","Manish Kataria"
"2161","Jake Yocom-Piatt","Jeremy Allaire"
"2162","Jake Yocom-Piatt","Mark Zuckerberg"
"2163","Jake Yocom-Piatt","Marco Streng"
"2164","Jake Yocom-Piatt","Jack Dorsey"
"2165","Jake Yocom-Piatt","Will Harborne"
"2166","Adam Cochran","Kate Mitselmakher"
"2167","Adam Cochran","Ryan Selkis"
"2168","Adam Cochran","Spencer Dinwiddie"
"2169","Adam Cochran","Barry Silbert"
"2170","Adam Cochran","Arthur Cheong"
"2171","Adam Cochran","Joey Krug"
"2172","Adam Cochran","Vinny Lingham"
"2173","Adam Cochran","James Wo"
"2174","Adam Cochran","Snoop Dogg"
"2175","Adam Cochran","Matt Huang"
"2176","Chieh Liu","Raoul Milhado"
"2177","Chieh Liu","Justin Sun"
"2178","Chieh Liu","Bill Shihara"
"2179","Chieh Liu","Dovey Wan"
"2180","Chieh Liu","Craig Wright"
"2181","Chieh Liu","Alistair Milne"
"2182","Chieh Liu","Maxi Kuan"
"2183","Chieh Liu","Brian Fu"
"2184","Chieh Liu","Derrick Foote"
"2185","Chieh Liu","Elizabeth Stark"
"2186","Thomas Thornton","Jon Karas"
"2187","Thomas Thornton","Mariana Gospodinova"
"2188","Thomas Thornton","James Wo"
"2189","Thomas Thornton","Lennix Lai"
"2190","Thomas Thornton","Moe Vela"
"2191","Thomas Thornton","Adam White"
"2192","Thomas Thornton","Sam Trabucco"
"2193","Thomas Thornton","Dae Yu"
"2194","Thomas Thornton","Alejandro Regojo"
"2195","Thomas Thornton","Alex Atallah"
"2196","Carylyne Chan","Cathie Wood"
"2197","Carylyne Chan","Paul Barroso"
"2198","Carylyne Chan","Brett Harrison"
"2199","Carylyne Chan","Lucas Huang"
"2200","Carylyne Chan","Catherine Coley"
"2201","Carylyne Chan","Joel Edgerton"
"2202","Carylyne Chan","Lior Yaffe"
"2203","Carylyne Chan","Alysa Xu"
"2204","Carylyne Chan","Steven Becker"
"2205","Carylyne Chan","George Connolly"
"2206","Ross Ulbricht","Tim Coulter"
"2207","Ross Ulbricht","Bill Barhydt"
"2208","Ross Ulbricht","Mike Winkelmann (aka “Beeple”)"
"2209","Ross Ulbricht","Michael Ippolito"
"2210","Ross Ulbricht","Akon"
"2211","Ross Ulbricht","Jonathan G. Blanco"
"2212","Ross Ulbricht","Guy Turner"
"2213","Ross Ulbricht","Anthony Xie"
"2214","Ross Ulbricht","Meltem Demirors"
"2215","Ross Ulbricht","Lynn Liss"
"2216","Sam Bankman-Fried","Julian Kopald"
"2217","Sam Bankman-Fried","Sergey Nazarov"
"2218","Sam Bankman-Fried","Max Kantelia"
"2219","Sam Bankman-Fried","Max Keiser"
"2220","Sam Bankman-Fried","John McAfee"
"2221","Sam Bankman-Fried","Roger Ver"
"2222","Sam Bankman-Fried","Esteban Ordano"
"2223","Sam Bankman-Fried","Barry Silbert"
"2224","Sam Bankman-Fried","Kory Hoang"
"2225","Sam Bankman-Fried","Mel Gelderman"
"2226","Lynn Liss","Julian Kopald"
"2227","Lynn Liss","Adam Todd"
"2228","Lynn Liss","Alysa Xu"
"2229","Lynn Liss","Daryl Hok"
"2230","Lynn Liss","Su Zhu"
"2231","Lynn Liss","Zooko Wilcox"
"2232","Lynn Liss","Michael Saylor"
"2233","Lynn Liss","Angela Tong"
"2234","Lynn Liss","Alistair Milne"
"2235","Lynn Liss","James Wo"
"2236","Jon Karas","Taylor Monahan"
"2237","Jon Karas","Akon"
"2238","Jon Karas","Kosala Hemachandra"
"2239","Jon Karas","Devin Finzer"
"2240","Jon Karas","Paul Claudius"
"2241","Jon Karas","Calvin Ayre"
"2242","Jon Karas","Robert Mao"
"2243","Jon Karas","Soravis Srinawakoon"
"2244","Jon Karas","Chun Wang"
"2245","Jon Karas","Michael Moro"
"2246","Jay Hao","Moe Vela"
"2247","Jay Hao","David Zacks"
"2248","Jay Hao","Esteban Ordano"
"2249","Jay Hao","Brian Fu"
"2250","Jay Hao","Ari Meilich"
"2251","Jay Hao","Erick Pinos"
"2252","Jay Hao","Paul Claudius"
"2253","Jay Hao","Lucas Huang"
"2254","Jay Hao","Paolo Ardoino"
"2255","Jay Hao","Do Kwon"
"2256","Alysa Xu","Brian Fu"
"2257","Alysa Xu","Brad Garlinghouse"
"2258","Alysa Xu","Wes Levitt"
"2259","Alysa Xu","Jay Hao"
"2260","Alysa Xu","David Zacks"
"2261","Alysa Xu","Philip Salter"
"2262","Alysa Xu","Shakil Khan"
"2263","Alysa Xu","Lior Yaffe"
"2264","Alysa Xu","Sam Trabucco"
"2265","Alysa Xu","Brett Harrison"
"2266","Joel Edgerton","Paul Claudius"
"2267","Joel Edgerton","Lucas Huang"
"2268","Joel Edgerton","Devin Finzer"
"2269","Joel Edgerton","Dan Held"
"2270","Joel Edgerton","Do Kwon"
"2271","Joel Edgerton","Adam White"
"2272","Joel Edgerton","Pavel Bains"
"2273","Joel Edgerton","Thomas Thornton"
"2274","Joel Edgerton","John deVadoss"
"2275","Joel Edgerton","Elnaz Sarraf"
"2276","Ethan Vera","Da Hongfei"
"2277","Ethan Vera","James Todaro"
"2278","Ethan Vera","Sam Bankman-Fried"
"2279","Ethan Vera","Peter Wood"
"2280","Ethan Vera","Ganesh Swami"
"2281","Ethan Vera","Cathie Wood"
"2282","Ethan Vera","Dae Yu"
"2283","Ethan Vera","George Harrap"
"2284","Ethan Vera","Arthur Breitman"
"2285","Ethan Vera","Kathryn Haun"
"2286","Shunsuke Murasaki","Philip Salter"
"2287","Shunsuke Murasaki","Steven Becker"
"2288","Shunsuke Murasaki","Kristy-Leigh Minehan"
"2289","Shunsuke Murasaki","Brian Fu"
"2290","Shunsuke Murasaki","Samson Mow"
"2291","Shunsuke Murasaki","Lennix Lai"
"2292","Shunsuke Murasaki","Micree Zhan"
"2293","Shunsuke Murasaki","Andy Cheung"
"2294","Shunsuke Murasaki","Paul Claudius"
"2295","Shunsuke Murasaki","Angela Tong"
"2296","Pavel Bains","Lynn Liss"
"2297","Pavel Bains","Brock Pierce"
"2298","Pavel Bains","Alex Mashinsky"
"2299","Pavel Bains","Brad Garlinghouse"
"2300","Pavel Bains","Sam Trabucco"
"2301","Pavel Bains","Dovey Wan"
"2302","Pavel Bains","Lucas Huang"
"2303","Pavel Bains","Antoni Trenchev"
"2304","Pavel Bains","Devin Finzer"
"2305","Pavel Bains","Adam Back"
"2306","Craig Cobb","Guy Turner"
"2307","Craig Cobb","Mike Winkelmann (aka “Beeple”)"
"2308","Craig Cobb","Tom Brady"
"2309","Craig Cobb","Jihan Wu"
"2310","Craig Cobb","Laura Shin"
"2311","Craig Cobb","Raoul Milhado"
"2312","Craig Cobb","Huy Nguyen"
"2313","Craig Cobb","Erik Zhang"
"2314","Craig Cobb","Mark Karpelès"
"2315","Craig Cobb","Avi Felman"
"2316","John deVadoss","Jeffrey Wilcke"
"2317","John deVadoss","Alexander Höptner"
"2318","John deVadoss","Elizabeth Stark"
"2319","John deVadoss","Ivan Liljeqvist"
"2320","John deVadoss","Loi Luu"
"2321","John deVadoss","Pierre Rochard"
"2322","John deVadoss","Dominik Schiener"
"2323","John deVadoss","Joseph Poon"
"2324","John deVadoss","Alex Atallah"
"2325","John deVadoss","Cathie Wood"
"2326","Nathan Batchelor","Tone Vays"
"2327","Nathan Batchelor","Eric Thies"
"2328","Nathan Batchelor","Koroush Khaneghah"
"2329","Nathan Batchelor","Craig Cobb"
"2330","Nathan Batchelor","Brian Kelly"
"2331","Nathan Batchelor","Thomas Lee"
"2332","Nathan Batchelor","Eugene Loza"
"2333","Nathan Batchelor","Avi Felman"
"2334","Nathan Batchelor","Tuur Demeester"
"2335","Nathan Batchelor","Alex Krüger"
"2336","Eugene Loza","Hudson Jameson"
"2337","Eugene Loza","Julien Bouteloup"
"2338","Eugene Loza","Tate Berenbaum"
"2339","Eugene Loza","Do Kwon"
"2340","Eugene Loza","Nicholas Fett"
"2341","Eugene Loza","Andre Cronje"
"2342","Eugene Loza","Michael Novogratz"
"2343","Eugene Loza","Thomas Lee"
"2344","Eugene Loza","Jörg Molt"
"2345","Eugene Loza","Brian Armstrong"
"2346","Chun Wang","Atul Ajoy"
"2347","Chun Wang","Jihan Wu"
"2348","Chun Wang","Ken Kodama"
"2349","Chun Wang","Sandeep Nailwal"
"2350","Chun Wang","Ryan Selkis"
"2351","Chun Wang","Dave Pulis"
"2352","Chun Wang","Gavin Anderson"
"2353","Chun Wang","Julien Bouteloup"
"2354","Chun Wang","Chris Jones"
"2355","Chun Wang","Sergey Nazarov"
"2356","Ruben Merre","Mike Winkelmann (aka “Beeple”)"
"2357","Ruben Merre","Justin Sun"
"2358","Ruben Merre","Kory Hoang"
"2359","Ruben Merre","Simon Yu"
"2360","Ruben Merre","Ivan Bjelajac"
"2361","Ruben Merre","Baris Ozistek"
"2362","Ruben Merre","Jane Ma"
"2363","Ruben Merre","Jörg Molt"
"2364","Ruben Merre","Erik Zhang"
"2365","Ruben Merre","Guy Turner"
"2366","Kain Warwick","Dominic Williams"
"2367","Kain Warwick","Mati Greenspan"
"2368","Kain Warwick","Leon Li"
"2369","Kain Warwick","Anthony Lesoismier Genieux"
"2370","Kain Warwick","Bobby Lee"
"2371","Kain Warwick","Sasha Ivanov"
"2372","Kain Warwick","Marco Streng"
"2373","Kain Warwick","Antoni Trenchev"
"2374","Kain Warwick","Julian Kopald"
"2375","Kain Warwick","David Chaum"
"2376","Brian Armstrong","Tony Tran"
"2377","Brian Armstrong","Jörg Molt"
"2378","Brian Armstrong","James Junwoo Kim"
"2379","Brian Armstrong","Yoni Assia"
"2380","Brian Armstrong","Jared Tate"
"2381","Brian Armstrong","Tom Brady"
"2382","Brian Armstrong","Tyler Winklevoss"
"2383","Brian Armstrong","Mark Karpelès"
"2384","Brian Armstrong","Anthony Di lorio"
"2385","Brian Armstrong","Gavin Wood"
"2386","Paul Claudius","Sam Trabucco"
"2387","Paul Claudius","Cynthia Huang"
"2388","Paul Claudius","Jack Mallers"
"2389","Paul Claudius","David Zacks"
"2390","Paul Claudius","Lennix Lai"
"2391","Paul Claudius","Jane Ma"
"2392","Paul Claudius","Samson Mow"
"2393","Paul Claudius","Matej Michalko"
"2394","Paul Claudius","Sanja Kon"
"2395","Paul Claudius","Wei Zhou"
"2396","Thor Chan","Tyler Winklevoss"
"2397","Thor Chan","George Harrap"
"2398","Thor Chan","Fred Wilson"
"2399","Thor Chan","Max Kantelia"
"2400","Thor Chan","James Junwoo Kim"
"2401","Thor Chan","Atul Ajoy"
"2402","Thor Chan","Rosh Singh"
"2403","Thor Chan","Gavin Anderson"
"2404","Thor Chan","Andre Cronje"
"2405","Thor Chan","Ray Dalio"
"2406","James Junwoo Kim","Peter Wood"
"2407","James Junwoo Kim","Arry Yu"
"2408","James Junwoo Kim","Zooko Wilcox"
"2409","James Junwoo Kim","Joe Roets"
"2410","James Junwoo Kim","Adam Todd"
"2411","James Junwoo Kim","Maxine Ryan"
"2412","James Junwoo Kim","Jack Dorsey"
"2413","James Junwoo Kim","Jihan Wu"
"2414","James Junwoo Kim","Jimmy Song"
"2415","James Junwoo Kim","Chun Wang"
"2416","Alexander Fazel","Maxi Kuan"
"2417","Alexander Fazel","John deVadoss"
"2418","Alexander Fazel","Jay Cassano"
"2419","Alexander Fazel","Tom Busby"
"2420","Alexander Fazel","Ari Meilich"
"2421","Alexander Fazel","Dan Held"
"2422","Alexander Fazel","Joe Vezzani"
"2423","Alexander Fazel","Thomas Thornton"
"2424","Alexander Fazel","Do Kwon"
"2425","Alexander Fazel","Alex Atallah"
"2426","Mitch Liu","Simon Yu"
"2427","Mitch Liu","Alex Atallah"
"2428","Mitch Liu","Andre Cronje"
"2429","Mitch Liu","Jesse Powell"
"2430","Mitch Liu","Peng Zhong"
"2431","Mitch Liu","Ryan Sean Adams"
"2432","Mitch Liu","Joe Roets"
"2433","Mitch Liu","Viktor Radchenko"
"2434","Mitch Liu","Alex Krüger"
"2435","Mitch Liu","Nicholas Fett"
"2436","Raoul Milhado","Hudson Jameson"
"2437","Raoul Milhado","Thor Chan"
"2438","Raoul Milhado","Michael Novogratz"
"2439","Raoul Milhado","Nikolay Storonsky"
"2440","Raoul Milhado","Esteban Ordano"
"2441","Raoul Milhado","Richard Heart"
"2442","Raoul Milhado","Changpeng Zhao"
"2443","Raoul Milhado","Ethan Vera"
"2444","Raoul Milhado","Narek Gevorgyan"
"2445","Raoul Milhado","Ken Kodama"
"2446","Dovey Wan","Jeffrey Wilcke"
"2447","Dovey Wan","Ralf Gerteis"
"2448","Dovey Wan","Nicholas Gregory"
"2449","Dovey Wan","Craig Wright"
"2450","Dovey Wan","Do Kwon"
"2451","Dovey Wan","Jonathan Leong"
"2452","Dovey Wan","Thor Chan"
"2453","Dovey Wan","Sandeep Nailwal"
"2454","Dovey Wan","Ran Neuner"
"2455","Dovey Wan","Julian Kopald"
"2456","Ken Kodama","Long Vuong"
"2457","Ken Kodama","Do Kwon"
"2458","Ken Kodama","Pierre Rochard"
"2459","Ken Kodama","Elon Musk"
"2460","Ken Kodama","Charlie Shrem"
"2461","Ken Kodama","Erik Voorhees"
"2462","Ken Kodama","Alex Batlin"
"2463","Ken Kodama","David Chaum"
"2464","Ken Kodama","Mitch Liu"
"2465","Ken Kodama","Anatoly Yakovenko"
"2466","Dawn Song","Roger Ver"
"2467","Dawn Song","Maxine Ryan"
"2468","Dawn Song","Long Vuong"
"2469","Dawn Song","Ben Lakoff"
"2470","Dawn Song","Ross Ulbricht"
"2471","Dawn Song","Arry Yu"
"2472","Dawn Song","Arthur Cheong"
"2473","Dawn Song","Ben Zhou"
"2474","Dawn Song","Sam Williams"
"2475","Dawn Song","Ari Meilich"
"2476","Avi Felman","Josh Rager"
"2477","Avi Felman","Ran Neuner"
"2478","Avi Felman","Tuur Demeester"
"2479","Avi Felman","Peter Brandt"
"2480","Avi Felman","Eric Thies"
"2481","Avi Felman","Brian Kelly"
"2482","Avi Felman","Jacob Canfield"
"2483","Avi Felman","Anthony Xie"
"2484","Avi Felman","Alistair Milne"
"2485","Avi Felman","Alex Krüger"
"2486","Peter Brandt","Mahbod Moghadam"
"2487","Peter Brandt","Linda Xie"
"2488","Peter Brandt","Michael Novogratz"
"2489","Peter Brandt","Josh Rager"
"2490","Peter Brandt","Brad Yasar"
"2491","Peter Brandt","Cameron Winklevoss"
"2492","Peter Brandt","Tim Draper"
"2493","Peter Brandt","Koroush Khaneghah"
"2494","Peter Brandt","Brian Fu"
"2495","Peter Brandt","Tuur Demeester"
"2496","Long Vuong","Amber Baldet"
"2497","Long Vuong","Dominik Schiener"
"2498","Long Vuong","Ganesh Swami"
"2499","Long Vuong","Peng Zhong"
"2500","Long Vuong","Arry Yu"
"2501","Long Vuong","Anthony Lesoismier Genieux"
"2502","Long Vuong","Paul Barroso"
"2503","Long Vuong","Michael Ippolito"
"2504","Long Vuong","David Chaum"
"2505","Long Vuong","Loi Luu"
"2506","Ajit Tripathi","Catherine Coley"
"2507","Ajit Tripathi","Jon Karas"
"2508","Ajit Tripathi","Angela Tong"
"2509","Ajit Tripathi","Burak Aydın"
"2510","Ajit Tripathi","Alexander Fazel"
"2511","Ajit Tripathi","Alexander Höptner"
"2512","Ajit Tripathi","Lior Yaffe"
"2513","Ajit Tripathi","Paolo Ardoino"
"2514","Ajit Tripathi","Joe Vezzani"
"2515","Ajit Tripathi","Paul Claudius"
"2516","Koroush Khaneghah","Ivan Liljeqvist"
"2517","Koroush Khaneghah","Craig Cobb"
"2518","Koroush Khaneghah","Charlie Shrem"
"2519","Koroush Khaneghah","James Wo"
"2520","Koroush Khaneghah","Preston Pysh"
"2521","Koroush Khaneghah","Dae Yu"
"2522","Koroush Khaneghah","Anthony Pompliano"
"2523","Koroush Khaneghah","Mike Winkelmann (aka “Beeple”)"
"2524","Koroush Khaneghah","Vinny Lingham"
"2525","Koroush Khaneghah","Ari Paul"
"2526","Sanja Kon","Micree Zhan"
"2527","Sanja Kon","Joel Edgerton"
"2528","Sanja Kon","Wes Levitt"
"2529","Sanja Kon","Lynn Liss"
"2530","Sanja Kon","Moe Vela"
"2531","Sanja Kon","Catherine Coley"
"2532","Sanja Kon","Devin Finzer"
"2533","Sanja Kon","Jack Mallers"
"2534","Sanja Kon","Mark Karpelès"
"2535","Sanja Kon","Alex Atallah"
"2536","Andre Cronje","Andrew Yang"
"2537","Andre Cronje","Arthur Cheong"
"2538","Andre Cronje","Pierre Rochard"
"2539","Andre Cronje","Tate Berenbaum"
"2540","Andre Cronje","Travis Kling"
"2541","Andre Cronje","David Schwartz"
"2542","Andre Cronje","Antoni Trenchev"
"2543","Andre Cronje","Changpeng Zhao"
"2544","Andre Cronje","Anatoly Yakovenko"
"2545","Andre Cronje","Raoul Milhado"
"2546","Dan Held","Adam Levy"
"2547","Dan Held","Pavel Bains"
"2548","Dan Held","Alex Atallah"
"2549","Dan Held","Koroush Khaneghah"
"2550","Dan Held","Craig Cobb"
"2551","Dan Held","Ran Neuner"
"2552","Dan Held","Burak Aydın"
"2553","Dan Held","Alysa Xu"
"2554","Dan Held","Andreas Antonopoulos"
"2555","Dan Held","Steve Gregory"
"2556","Eric Thies","Tone Vays"
"2557","Eric Thies","Anthony Xie"
"2558","Eric Thies","Avi Felman"
"2559","Eric Thies","Eugene Loza"
"2560","Eric Thies","Alex Krüger"
"2561","Eric Thies","Peter Brandt"
"2562","Eric Thies","Ran Neuner"
"2563","Eric Thies","Willy Woo"
"2564","Eric Thies","Alistair Milne"
