"id","team","token_name"
"28484","Koby Ben-Aroya","LiquidApps"
"28485","Miri Bickel","LiquidApps"
"28486","Tal Muskal","LiquidApps"
"28487","Beni Hakak","LiquidApps"
"28488","Chi Yusuf","Emanate"
"28489","Ross Dold","Emanate"
"28490","Anthony Smith","Emanate"
"28491","Trent Shaw","Emanate"
"28492","James Frew","Emanate"
"28493","Sean Gardner","Emanate"
"28494","Mark Cohen","Telos"
"28495","Richard Bryan Erikodi","Telos"
"28496","Beth Farnham","Telos"
"28497","Suvi Rinkinen","Telos"
"28498","Sev","MEET.ONE"
"28499","Susen Chen","MEET.ONE"
"28500","Ian","MEET.ONE"
"28501","Dmitri Prokopenko","MEET.ONE"
"28502","Chow Liqun","MEET.ONE"
"28503","Goh","MEET.ONE"
"28504","Corvin Meyer A. D. Heide","KARMA"
"28505","John Williamson","KARMA"
"28506","Dallas Johnson","KARMA"
"28507","Leo Ribeiro","KARMA"
"28508","Matthew Spataro","KARMA"
"28509","Dallas Rushing","KARMA"
"28510","Soonho Bahng","eosBLACK"
"28511","Sangjun Hwang","eosBLACK"
"28512","Daehoon Choi","eosBLACK"
"28513","Sungkee Min","eosBLACK"
"28514","Myoungseop Kim","eosBLACK"
"28515","Youngjae Ha","eosBLACK"
"28516","Stark Daekyu Kang","PUBLYTO Token"
"28517","Brandon Kim","PUBLYTO Token"
"28518","Min J. Kwon","PUBLYTO Token"
"28519","Mark Jinwook Chung","PUBLYTO Token"
"28520","Joseph Moonsoo Jang","PUBLYTO Token"
"28521","Ryan Moonyoung Jang","PUBLYTO Token"
"28522","Wang Qianfeng","InvestDigital"
"28523","Zhang Li","InvestDigital"
"28524","Chao Hui","InvestDigital"
"28525","Riaz Ahmad","InvestDigital"
"28526","Hugo Gong","InvestDigital"
"28527","Daniele Bernardi","InvestDigital"
"28528","Jesper Buus Nielsen, PhD","Insights Network"
"28529","Kurt Nielsen, PhD","Insights Network"
"28530","Sebastián León","Insights Network"
"28531","Brandan Zaucha","Insights Network"
"28532","Darwin Lo","Insights Network"
"28533","Brian Gallagher","Insights Network"
"28534","Atif Khokhar","Uncloak"
"28535","Ola Dada","Uncloak"
"28536","Greg Leffel","Uncloak"
"28537","Lena Bhogaita","Uncloak"
"28538","Claire Mclaughlin","Uncloak"
"28539","Vincent O’Neill","Uncloak"
"28540","Dean Jackson","Uncloak"
"28541","Brendan Sturm","Uncloak"
"28542","Toby Abel","Uncloak"
"28543","Steve Bardouille","Uncloak"
"28544","Nick Banks","Uncloak"
"28545","Nicholas Topham","Uncloak"
"28546","Phil Jackson","Uncloak"
"28547","Tayo Dada","Uncloak"
"28548","Maksim Markov","MyCryptoBank"
"28549","John Luksic","MyCryptoBank"
"28550","Anton Sivoded","MyCryptoBank"
"28551","Kyle Headley","MyCryptoBank"
"28552","Nikolay Panchenko","MyCryptoBank"
"28553","Mohanraj Tamilarasu","MyCryptoBank"
"28554","Vladimir Bronnikov","MyCryptoBank"
"28555","Yuriy Bolshukhin","MyCryptoBank"
"28556","Jesse Taylor","HorusPay"
"28557","Gunnar Pope","HorusPay"
"28558","Scott Schechter","HorusPay"
"28559","Jack DiSalvatore","HorusPay"
"28560","Joe Jordan","HorusPay"
"28561","Jarib Figueredo","HorusPay"
"28562","Alexander Alexandrov","NVO"
"28563","Imed Boudali","NVO"
"28564","Ton Bi","NVO"
"28565","Yanni Bragui","NVO"
"28566","Hunter Fries","FoldingCoin"
"28567","Norbert Sipos","FoldingCoin"
"28568","Matthew Eberle","FoldingCoin"
"28569","Jeff Moreland","FoldingCoin"
"28570","Miguel Molina","FoldingCoin"
"28571","Robert Ross","FoldingCoin"
"28572","Patrick Feeney","Triggers"
"28573","Tony Hughes","Triggers"
"28574","Wolfgang Ward","Triggers"
"28575","Michael Terpin","Triggers"
"28576","Andrew 'Flip' Filipowski","Triggers"
"28577","Kevin Barnes","Triggers"
"28578","Bianca Roux","Databits"
"28579","Stefan","Databits"
"28580","Frans","Databits"
"28581","Kyle Haffenden","Databits"
"28582","Michael Deon","Databits"
"28583","GERT","Databits"
"28584","Jasper Damman","Bitcrystals"
"28585","Nick Palffy","Bitcrystals"
"28586","Marketa Korteova","Bitcrystals"
"28587","Nicolas Sierro","Bitcrystals"
"28588","Chris Moss","Bitcrystals"
"28589","Shaban Shaame","Bitcrystals"
"28590","Sergey Sidorov","CVCoin"
"28591","Dmitriy Vaisband","CVCoin"
"28592","Victor Gubin","CVCoin"
"28593","Eduard Schutz","CVCoin"
"28594","Waldemar Konradi","CVCoin"
"28595","Vadim Andryan","CVCoin"
"28596","Sergey Sevantsyan","Deex"
"28597","Vadim Valirov","Deex"
"28598","Peter Grubber","Deex"
"28599","Konstantin Pomazkov","Deex"
"28600","Vadim Romanov","Deex"
"28601","Maya Zotova-Hess","Deex"
"28602","Vladislav Sapozhnikov","Deex"
"28603","Anton Matyuhin","Deex"
"28604","Valeriy Lavasov","Zephyr"
"28605","Igor Petrukh","Zephyr"
"28606","Bohdan Varshchuk","Zephyr"
"28607","Taras Voytovych","Zephyr"
"28608","Maxine Ryan","Zephyr"
"28609","George Harrap","Zephyr"
"28610","Andrew Mitchell","ShareToken"
"28611","Manh","ShareToken"
"28612","Phương","ShareToken"
"28613","Alayne Bholander","ShareToken"
"28614","Helen Palmer","ShareToken"
"28615","Tan","ShareToken"
"28616","Trung","ShareToken"
"28617","Trang","ShareToken"
"28618","Barry Brewster","ShareToken"
"28619","Jane Sadler-Kidd","ShareToken"
"28620","Peter David","ShareToken"
"28621","Neville Christie","ShareToken"
"28622","Rohan LePage","ShareToken"
"28623","Tim Bos","ShareToken"
"28624","Joel Witzke","Cubiex"
"28625","Axel Bergqvist","Cubiex"
"28626","Ruben Guiterrez","Cubiex"
"28627","Sascha Walther","Cubiex"
"28628","Guillermo G. Tapia","Cubiex"
"28629","Tano Lopez","Cubiex"
"28630","Marc Schroetel","Cubiex"
"28631","Pierre Chahine","Cubiex"
"28632","Keelan Brettner","Ormeus Ecosystem"
"28633","Dr.Ievgen","Ormeus Ecosystem"
"28634","Park Ki Seok","Ormeus Ecosystem"
"28635","John Barksdale","Ormeus Ecosystem"
"28636","Adrian Dobrita","ElrondERD"
"28637","Radu Chis","ElrondERD"
"28638","Felix Crisan","ElrondERD"
"28639","Lucian Mincu","ElrondERD"
"28640","Lucian Todea","ElrondERD"
"28641","Beniamin Mincu","ElrondERD"
"28642","Elodie Blomet","Agora"
"28643","Annica Lofling","Agora"
"28644","Karla Cruz","Agora"
"28645","Chid Liberty","Agora"
"28646","Kyle Kemper","Agora"
"28647","Khadija Masri","Agora"
"28648","Gabriel De Tiberge","Agora"
"28649","Igor Novogran","Agora"
"28650","Boris Kaplounovski","Agora"
"28651","Leonardo Gammar","Agora"
"28652","Daniel Becker","BAWnetwork"
"28653","Zhang Li","BAWnetwork"
"28654","Robert Edison","BAWnetwork"
"28655","Jun Jie","BAWnetwork"
"28656","Manto Tan","Vexanium"
"28657","Robin Jang","Vexanium"
"28658","Irwan Barus","Vexanium"
"28659","Danny Baskara","Vexanium"
"28660","Steve Beauregard","Metronome"
"28661","Dariusz Jakubowski","Metronome"
"28662","Jaclyn Kramer","Metronome"
"28663","Ignacio Anaya","Metronome"
"28664","Felix Enriquez","Metronome"
"28665","Gabriel Montes","Metronome"
"28666","Jordan Kruger","Metronome"
"28667","Troy Benjegerdes","Metronome"
"28668","Ryan Condron","Metronome"
"28669","Peter Vessenes","Metronome"
"28670","Matthew Roszak","Metronome"
"28671","Jeff Garzik","Metronome"
"28672","Sheel Kohli","AAX Token"
"28673","Michael Wong","AAX Token"
"28674","Thor Chan","AAX Token"
"28675","Colin Steil","Cartesi"
"28676","Diego Nehab, PhD","Cartesi"
"28677","Augusto Teixeira, PhD","Cartesi"
"28678","Erick de Moura","Cartesi"
"28679","Elhadi Mohammed","Sudan Gold Coin"
"28680","Ken Tachibana","Sudan Gold Coin"
"28681","Dmytro Konoval","Sudan Gold Coin"
"28682","Ayyappan Mookaiya","Jade Currency"
"28683","Abdul Raheem","Jade Currency"
"28684","Cameron Kallhoff","Jade Currency"
"28685","Julie Tanner","PlatonCoin"
"28686","Daniel Tanner","PlatonCoin"
"28687","Nastja Deines","ALQO"
"28688","Moritz Heimberg","ALQO"
"28689","Kaan Hamarat","ALQO"
"28690","Kevin Collmer","ALQO"
"28691","Franklyn Richards","Litecoin"
"28692","Xinxi Wang","Litecoin"
"28693","Charlie Lee","Litecoin"
"28694","Evgenia Kuryshko","Torex"
"28695","Yaroslav Pavlenko","Torex"
"28696","Avi Sela","eToro United States Dollar"
"28697","Shalom Berkovitz","eToro United States Dollar"
"28698","Ronen Assia","eToro United States Dollar"
"28699","Yoni Assia","eToro United States Dollar"
"28700","Avi Sela","eToro Euro"
"28701","Shalom Berkovitz","eToro Euro"
"28702","Ronen Assia","eToro Euro"
"28703","Yoni Assia","eToro Euro"
"28704","Avi Sela","eToro Australian Dollar"
"28705","Shalom Berkovitz","eToro Australian Dollar"
"28706","Ronen Assia","eToro Australian Dollar"
"28707","Yoni Assia","eToro Australian Dollar"
"28708","Avi Sela","eToro New Zealand Dollar"
"28709","Shalom Berkovitz","eToro New Zealand Dollar"
"28710","Ronen Assia","eToro New Zealand Dollar"
"28711","Yoni Assia","eToro New Zealand Dollar"
"28712","Milivoje Batista","AtromG8"
"28713","Sebastian Ashar","EzyStayz"
"28714","Vipin Mahasayan","EzyStayz"
"28715","James Moses","EzyStayz"
"28716","Pierre Chambart","Tezos"
"28717","Benjamin Canou","Tezos"
"28718","Bozman Çağdaş","Tezos"
"28719","Vincent Bernardoff","Tezos"
"28720","Arthur Breitman","Tezos"
"28721","Kathleen Breitman","Tezos"
"28722","G.W. Lee","TNC Coin"
"28723","Tad Einstein","TNC Coin"
"28724","Jason H. Jang","TNC Coin"
"28725","Ethan Lee","TNC Coin"
"28726","Dong-gwan Kim","Lux Bio Cell"
"28727","Joohyun Kim","REBIT"
"28728","Phillwoo Kim","REBIT"
"28729","Yoonjung Lee","REBIT"
"28730","DJ Shin","REBIT"
"28731","Demmon Bai","Wanchain"
"28732","Tony Zhang","Wanchain"
"28733","Ying Zhang","Wanchain"
"28734","Zane Liang","Wanchain"
"28735","Dustin Byington","Wanchain"
"28736","Jack Lu","Wanchain"
"28737","Sam Bankman-Fried","Inverse Bitcoin Volatility Token"
"28738","Terry Walters","Mochimo"
"28739","Matt Zweil","Mochimo"
"28740","Ziga Flis","Rivex"
"28741","Alex Ng","Rivex"
"28742","Onur Altan Tan","Crypto Holding Frank Token"
"28743","Carolyn Reckhow","Keep Network"
"28744","Antonio Salazar Cardozo","Keep Network"
"28745","Corbin Pon","Keep Network"
"28746","Matt Luongo","Keep Network"
"28747","Andrii Pindiura","2key.network"
"28748","Udi Ben-Reuven","2key.network"
"28749","eiTan LaVi","2key.network"
"28750","Erez Ben Kiki","2key.network"
"28751","Jake Kim","PANTHEON X"
"28752","Steve Hong","PANTHEON X"
"28753","Riccardo Spagni","Monero"
"28754","Avi Sela","eToro Pound Sterling"
"28755","Shalom Berkovitz","eToro Pound Sterling"
"28756","Ronen Assia","eToro Pound Sterling"
"28757","Yoni Assia","eToro Pound Sterling"
"28758","Paul Fischer","Vanywhere"
"28759","Niv Kantor","Vanywhere"
"28760","Itay Shechter","Vanywhere"
"28761","Rami Shechter","Vanywhere"
"28762","Tiago Ribeiro","Universal Protocol Token"
"28763","JuanPablo Thieriot","Universal Protocol Token"
"28764","Dan Schatt","Universal Protocol Token"
"28765","Hernán David G.","Beer Money"
"28766","Faber Hainaut","Beer Money"
"28767","Sergio Santos","Beer Money"
"28768","Diego Lozano","Beer Money"
"28769","Javier Ibargüen","Beer Money"
"28770","Dorothy Chang","Paxos Standard"
"28771","Seth Phillips","Paxos Standard"
"28772","Daniel Burstein","Paxos Standard"
"28773","Corey Wendling","Paxos Standard"
"28774","Nancy Dornbush","Paxos Standard"
"28775","Rich Teo","Paxos Standard"
"28776","Andrew Chang","Paxos Standard"
"28777","Charles Cascarilla","Paxos Standard"
"28778","Erick Costa","ZCore Token"
"28779","Bin Jiang","Fusion"
"28780","Guochang Xu","Fusion"
"28781","Xi Luo","Fusion"
"28782","Noam Cohen","Fusion"
"28783","Dr. Jiangang Wu","Fusion"
"28784","Dejun Qian","Fusion"
"28785","Jaehoon Chang","SOMESING"
"28786","Jason Kim","SOMESING"
"28787","Taehee Ryu","SOMESING"
"28788","Kyle Kim","SOMESING"
"28789","Hyunkeun Yoon","SOMESING"
"28790","Heuibae Kim","SOMESING"
"28791","Joe Uhren","EXOR"
"28792","Erik Feriotto","EXOR"
"28793","Phil Carulli","SkyMap"
"28794","Guy Perkins","SkyMap"
"28795","Amir Farhand","SkyMap"
"28796","John McAfee","GHOST"
"28797","Shagen Arzumanyan","NEXT.coin"
"28798","Gleb Jout","NEXT.coin"
"28799","Chris van Steenbergen","NEXT.coin"
"28800","Domenico Lupo","Skillchain"
"28801","Mirko Rapisarda","Skillchain"
"28802","Andrea Votadoro","Skillchain"
"28803","Fabiano Roberto","Skillchain"
"28804","Alessandro Sandionigi","Skillchain"
"28805","Enrico Tosi","Skillchain"
"28806","Alecos Colombo","Skillchain"
"28807","Davide Mitscheunig","Skillchain"
"28808","Alfio Bardolla","Skillchain"
"28809","Ajay Kumar Jayswal","CryptoBharatCoin"
"28810","Kema Corless","Kemacoin"
"28811","Bill Corless","Kemacoin"
"28812","Jonggwan Lim","Paparazzi"
"28813","Daeoh Kim","Paparazzi"
"28814","Taehyeon Kim","Paparazzi"
"28815","Sungmin Yoon","Paparazzi"
"28816","Sean Choi","Blue Baikal"
"28817","Eric Kim","Blue Baikal"
"28818","Clark Jang","Blue Baikal"
"28819","Hwan Oh Bae","Blood"
"28820","Kwon Seok Kim","Blood"
"28821","Jin Hoon An","Blood"
"28822","Seung Il Chung","Blood"
"28823","Liam Cho","EYES Protocol"
"28824","Minsoo Kim","EYES Protocol"
"28825","Kanchana Eric Sinharage","IZE"
"28826","Ricky Yujin Lohmeyer","IZE"
"28827","Murilo Osamu Nobo","IZE"
"28828","Yu Onodera","IZE"
"28829","Jason Hetherington","Pawtocol"
"28830","Rob Hitchens","Pawtocol"
"28831","Evan Berger","Pawtocol"
"28832","Karim Quazzani","Pawtocol"
"28833","Asher Dawes","VerusCoin"
"28834","David Dawes","VerusCoin"
"28835","Alex R English","VerusCoin"
"28836","Michael F Toutonghi","VerusCoin"
"28837","Michael J Toutonghi","VerusCoin"
"28838","Miha Božič","4THPILLAR TECHNOLOGIES"
"28839","Marta Pilch","4THPILLAR TECHNOLOGIES"
"28840","Andrej Gorenjak","4THPILLAR TECHNOLOGIES"
"28841","Denis Jazbec","4THPILLAR TECHNOLOGIES"
"28842","Jaka Gornik","4THPILLAR TECHNOLOGIES"
"28843","Roman Dobrina","4THPILLAR TECHNOLOGIES"
"28844","Dušan Lazar","4THPILLAR TECHNOLOGIES"
"28845","Tali Režun","4THPILLAR TECHNOLOGIES"
"28846","Felipe Gusta","MONNOS"
"28847","Marcos Meneses","MONNOS"
"28848","Felipe Grasnievicz","MONNOS"
"28849","Rodrigo Ubaldo","MONNOS"
"28850","Mr. Michael Brandt","Neuromorphic.io"
"28851","Michael J. Fiedler","HOMT"
"28852","Manish Rach","HOMT"
"28853","Saurabh Patil","HOMT"
"28854","John Mitchell","XRP"
"28855","Monica Long","XRP"
"28856","Brynly Llyr","XRP"
"28857","Sandi Kochhar","XRP"
"28858","Christopher Kanaan","XRP"
"28859","Patrick Griffin","XRP"
"28860","Asheesh Birla","XRP"
"28861","David Schwartz","XRP"
"28862","Chris Larsen","XRP"
"28863","Brad Garlinghouse","XRP"
"28864","Chris Jones","Dragonchain"
"28865","Lawrence Lerner","Dragonchain"
"28866","Joe Roets","Dragonchain"
"28867","Jeremy Hollister","Dai"
"28868","Wouter Kampmann","Dai"
"28869","Steven Becker","Dai"
"28870","Rune Christensen","Dai"
"28871","Jesper Ostman","Reserve Rights"
"28872","Charlie Smith","Reserve Rights"
"28873","Miguel Morel","Reserve Rights"
"28874","Jeremy Schlatter","Reserve Rights"
"28875","Matt Elder","Reserve Rights"
"28876","Nevin Freeman","Reserve Rights"
"28877","Michele Giancarli","Eidoo"
"28878","Amelia Tomasicchio","Eidoo"
"28879","Andrea Benetton","Eidoo"
"28880","Marco Polci","Eidoo"
"28881","Thomas Bertani","Eidoo"
"28882","Natale M. Ferrara","Eidoo"
"28883","Shanchuan Yin","Hydro Protocol"
"28884","Scott Winges","Hydro Protocol"
"28885","Bowen Wang","Hydro Protocol"
"28886","David Qin","Hydro Protocol"
"28887","Kevin West","Hydro Protocol"
"28888","Tian Li","Hydro Protocol"
"28889","Yves Renno","EOSDT"
"28890","Roman Abramov","EOSDT"
"28891","Kyle Ellicott","EOSDT"
"28892","Dave Askey","EOSDT"
"28893","Josh Goodbody","EOSDT"
"28894","Alex Melikhov","EOSDT"
"28895","Johnston Chen","Loopring [NEO]"
"28896","Jay Zhou","Loopring [NEO]"
"28897","Daniel Wang","Loopring [NEO]"
"28898","Alex Hidalgo","StormX"
"28899","Shane Kremer","StormX"
"28900","Calvin Hsieh","StormX"
"28901","Simon Yu","StormX"
"28902","Tony Chau","WaykiChain Governance Coin"
"28903","Xi Zhang","WaykiChain Governance Coin"
"28904","Gordon Gao","WaykiChain Governance Coin"
"28905","Wayki Sun","WaykiChain Governance Coin"
"28906","Bryan Choi","ACE"
"28907","Alucard Hwang","ACE"
"28908","Alan Cho","ACE"
"28909","David Ahn","ACE"
"28910","Winlin Liu","BOSCore"
"28911","Leon Sun","BOSCore"
"28912","Jamie Restrepo","Aeryus"
"28913","Nicholus Andrews","Aeryus"
"28914","Aaron Gooch","Realio Network"
"28915","Derek S. Boirun","Realio Network"
"28916","Seungin Kook","RING X PLATFORM"
"28917","Larry Oh","RING X PLATFORM"
"28918","Park Sung Jin","Bananatok"
"28919","Cho Woo Chang","Bananatok"
"28920","Yang Min","Ystar"
"28921","Alex Wang","Ystar"
"28922","U-Zyn Chua","DeFiChain"
"28923","Dr. Julian Hosp","DeFiChain"
"28924","Arabdha Sudhir","ICNQ Token"
"28925","Dominic Ward","ICNQ Token"
"28926","Max Lautenschläger","ICNQ Token"
"28927","Patrick Lowry","ICNQ Token"
"28928","Frogman","Bulwark"
"28929","Patrick","Bulwark"
"28930","Stu","Bulwark"
"28931","Serfy","Bulwark"
"28932","Jack","Bulwark"
"28933","Eatbatterys","Bulwark"
"28934","Sarayut Chaisuriya","Imsmart"
"28935","Thanaboon Mingkeaw","Imsmart"
"28936","Piotr Brzezinski","MXC"
"28937","Aaron Wagener","MXC"
"28938","Xin Sheen Hu","MXC"
"28939","Dave Montali","Winding Tree"
"28940","Augusto Lemble","Winding Tree"
"28941","Pedro Anderson","Winding Tree"
"28942","Jakub Vysoky","Winding Tree"
"28943","Maksim Izmaylov","Winding Tree"
"28944","Cheng Chi","LivenPay"
"28945","David Ballerini","LivenPay"
"28946","Grace Wong","LivenPay"
"28947","William Wong","LivenPay"
"28948","Andrew Cop","Defis"
"28949","Den Novak","Defis"
"28950","Manan Jobanputra","PlutusDeFi"
"28951","Paresh Masani","PlutusDeFi"
"28952","Ali Hararwala","PlutusDeFi"
"28953","Arnie Hill","PlutusDeFi"
"28954","Mariko Miyamoto","Dev Protocol"
"28955","Hiroyuki Hara","Dev Protocol"
"28956","Mayumi Hara","Dev Protocol"
"28957","Seungho Yeom","dKargo"
"28958","Donghoon Seong","dKargo"
"28959","Jungwon Yang","dKargo"
"28960","Daniel Lee","dKargo"
"28961","Nicholas Fett","Tellor"
"28962","Wilson Wu","Ludos Protocol"
"28963","Joy Hao","Ludos Protocol"
"28964","Martin Smutny","Eterbase Utility Token"
"28965","Kenneth Kumor","Eterbase Utility Token"
"28966","Robert Auxt","Eterbase Utility Token"
"28967","Reinhard Lohwasser","Lition"
"28968","Jan Wiedenhaupt","Lition"
"28969","Dr. Manfred Gabriel","Lition"
"28970","Dr. Kyung-Hun Ha","Lition"
"28971","Dr. Richard Lohwasser","Lition"
"28972","Paul Mears","Hyprr (Howdoo)"
"28973","Nakul Shah","Hyprr (Howdoo)"
"28974","Beth Lawton","Hyprr (Howdoo)"
"28975","James Farlow","Hyprr (Howdoo)"
"28976","Ian Gilmour","Hyprr (Howdoo)"
"28977","Marianne Soerensen","Hyprr (Howdoo)"
"28978","Tony Loan","Hyprr (Howdoo)"
"28979","Mark Perring","Hyprr (Howdoo)"
"28980","Neil Harper","Hyprr (Howdoo)"
"28981","David Brierley","Hyprr (Howdoo)"
"28982","Pablo Ojanguren","DEXTools"
"28983","Frederic Fernández","DEXTools"
"28984","Javier Palomino","DEXTools"
"28985","Christian Trummer","Pantos"
"28986","Eric Demuth","Pantos"
"28987","Paul Klanschek","Pantos"
"28988","Nikita Ryabuhin","Centric Cash"
"28989","Jordan Turnbow","Centric Cash"
"28990","Gabriella Davis","Centric Cash"
"28991","Hanna Keskin","RigoBlock"
"28992","Gabriele Rigo","RigoBlock"
"28993","Antonio Fernández","FLAMA"
"28994","Lucas Henning","SUKU"
"28995","Addison McKenzie","SUKU"
"28996","James Bower","SUKU"
"28997","Yonathan Lapchik","SUKU"
"28998","Kyle Kistner","bZx Vesting Token"
"28999","Tom Bean","bZx Vesting Token"
"29000","Terry Luo","DragonVein"
"29001","Kenny Xu","DragonVein"
"29002","Steven Hwang","DragonVein"
"29003","Jack Zheng","DragonVein"
"29004","Tony Shum","DragonVein"
"29005","George Bean","DMScript"
"29006","Adam Frank","DMScript"
"29007","David Archer","Verasity"
"29008","Danielle Francis","Verasity"
"29009","Tom Hillman","Verasity"
"29010","Anton Lukashenko","Verasity"
"29011","Mykolai Chapny","Verasity"
"29012","Dmytro Medianik","Verasity"
"29013","Ievgen Iegorochkin","Verasity"
"29014","Chris Morof","Verasity"
"29015","Andy Long","Verasity"
"29016","Kyrylo Bybyk","Verasity"
"29017","John Rankin","Verasity"
"29018","Adam Simmons","Verasity"
"29019","Chris Gale","Verasity"
"29020","David Rowe","Verasity"
"29021","Mark Ramberg","Verasity"
"29022","Scott Brown","Verasity"
"29023","David Orman","Verasity"
"29024","Sungjae Lee","AI Crypto"
"29025","Jaeho Seol, Ph.D","AI Crypto"
"29026","Guillermo Manzanares","Wagerr"
"29027","John Choi","Wagerr"
"29028","Thomas McLaughlin","Wagerr"
"29029","Robert Christensen","Wagerr"
"29030","Jason Tauriello","Wagerr"
"29031","David Mah","Wagerr"
"29032","Jeremy Lhoir","Starbase"
"29033","Charles Leslie","Starbase"
"29034","Yasushi Sasajima","Starbase"
"29035","Gustavo Guimaraes","Starbase"
"29036","Yu Yamanaka","Starbase"
"29037","Tomoaki Sato","Starbase"
"29038","Shah Sikder","TUNE TOKEN"
"29039","Winston 'BlackOut' Thomas","TUNE TOKEN"
"29040","Shawn Mims","TUNE TOKEN"
"29041","Erik Mendelson","TUNE TOKEN"
"29042","Lun-Shin Yuen","Geeq"
"29043","Stephanie So","Geeq"
"29044","John P. Conley","Geeq"
"29045","Ric Asselstine","Geeq"
"29046","Steve Lee","Komodo"
"29047","Alice","Komodo"
"29048","Rick","Komodo"
"29049","Satinder Grewal","Komodo"
"29050","Mihail «Kolo» Fedorov","Komodo"
"29051","JL777","Komodo"
"29052","Carl Bruns","DIA"
"29053","Paul Claudius","DIA"
"29054","Samuel Brack","DIA"
"29055","Michael Weber","DIA"
"29056","Vlad Bocharov","Revain"
"29057","Andrew Timokhin","Revain"
"29058","Alexey Belashenko","Revain"
"29059","Grigor Aproyan","Revain"
"29060","Rinat Arslanov","Revain"
"29061","Antun Debak","Celsius"
"29062","Branislav Djuric","Celsius"
"29063","Stevan Koprivica","Celsius"
"29064","Mališa Pušonja","Celsius"
"29065","Ronit Dvir Bacalu","Celsius"
"29066","Keith Baumwald","Celsius"
"29067","Nuke Goldstein","Celsius"
"29068","S. Daniel Leon","Celsius"
"29069","Alex Mashinsky","Celsius"
"29070","Ruel Mindo","CryptalDash"
"29071","Ruell Magpayo","CryptalDash"
"29072","Pieter Jan Bakhuijzen","CryptalDash"
"29073","Iain Bell","CryptalDash"
"29074","Duncan Symmons","CryptalDash"
"29075","Amine Larhrib","CryptalDash"
"29076","Gavin Wood","Ethereum"
"29077","Joseph Lubin","Ethereum"
"29078","Anthony Di lorio","Ethereum"
"29079","Jeffrey Wilcke","Ethereum"
"29080","Hudson Jameson","Ethereum"
"29081","Vlad Zamfir","Ethereum"
"29082","Vitalik Buterin","Ethereum"
"29083","Dan Kaizer","ROOBEE"
"29084","Evan Golovanov","ROOBEE"
"29085","Artem Popov","ROOBEE"
"29086","Roger Ver","Bitcoin Cash"
"29087","Manfred Mantschev","Atari Token"
"29088","Jean-Marcel Nicolai","Atari Token"
"29089","Frédéric Chesnais","Atari Token"
"29090","Andre Cronje","Keep3rV1"
"29091","Nursultan Yedinov","Basid Coin"
"29092","Yernat Kemaliev","Basid Coin"
"29093","Duc Pham","Oraichain Token"
"29094","Thao Nguyen","Oraichain Token"
"29095","Chung Dao","Oraichain Token"
"29096","Basak Burcu Yigit","SmartCredit Token"
"29097","Tarmo Ploom","SmartCredit Token"
"29098","Martin Ploom","SmartCredit Token"
"29099","Chan-Ho Suh","APY.Finance"
"29100","Will Shahda","APY.Finance"
"29101","Matt Smith","Aspire"
"29102","Michael Terpin","Aspire"
"29103","Jim Blasko","Aspire"
"29104","Fiyas Ahammed","EduMetrix"
"29105","Muhammed Shafan","EduMetrix"
"29106","John deVadoss","Neo"
"29107","Erik Zhang","Neo"
"29108","Da Hongfei","Neo"
"29109","Aaron Drake","Augur"
"29110","Serena Randolph","Augur"
"29111","John Danz","Augur"
"29112","Stephen Sprinkle","Augur"
"29113","Joey Krug","Augur"
"29114","Jack Peterson","Augur"
"29115","David Zhang","Stably USD"
"29116","Kory Hoang","Stably USD"
"29117","Richard Heart","HEX"
"29118","Paweł ‘chfast’ Bylica","Golem"
"29119","Alex Leverington","Golem"
"29120","Aleksandra Skrzypczak","Golem"
"29121","Andrzej Regulski","Golem"
"29122","Piotr ‘Viggith’ Janiuk","Golem"
"29123","Julian Zawistowski","Golem"
"29124","Adam Simmons","Radix"
"29125","Piers Ridyard","Radix"
"29126","Dan Hughes","Radix"
"29127","Jean Safar","Paypolitan Token"
"29128","Marco Roemeth","Paypolitan Token"
"29129","Nils Tharandt Ortiz","Paypolitan Token"
"29130","Meir Bank","Benchmark Protocol"
"29131","Harrison Woytko","Benchmark Protocol"
"29132","David Mass","Benchmark Protocol"
"29133","Leonardo Noci","Fera"
"29134","Andre Cronje","yearn.finance"
"29135","Brian Amramson","Strong"
"29136","Corey Lederer","Strong"
"29137","Thomas Cox","Strong"
"29138","David Moss","Strong"
"29139","Based McGee","Base Protocol"
"29140","Chris Peña","Base Protocol"
"29141","Dylan Senter","Base Protocol"
"29142","Nick Ravanbakhsh","Base Protocol"
"29143","Miho Frankovic","Firo"
"29144","Martun Karapetyan","Firo"
"29145","Tadhg Riordan","Firo"
"29146","Andrey Bezrukov","Firo"
"29147","Peter Shugalev","Firo"
"29148","Poramin Insom","Firo"
"29149","Adam Barlam","TrustSwap"
"29150","Jeff Kirdeikis","TrustSwap"
"29151","Frans Cronje","CRYPTO20"
"29152","Matthew Finlayson","CRYPTO20"
"29153","Bobby Jonker","CRYPTO20"
"29154","Raymond Botha","CRYPTO20"
"29155","Luke Schwartzkopff","CRYPTO20"
"29156","Daniel Schwartzkopff","CRYPTO20"
"29157","Konstantin Vygolov","Crypterium"
"29158","Gleb Markov","Crypterium"
"29159","Vladimir Gorbunov","Crypterium"
"29160","Rafael Carrascosa","Crypterium"
"29161","Austin Kimm","Crypterium"
"29162","Steven Parker","Crypterium"
"29163","Stan Kladko, PhD","SKALE Network"
"29164","Jack O'Holleran","SKALE Network"
